titlu,pret_text,pret_numeric,an,kilometraj,locatie,link,imagini_urls,combustibil,transmisie,caroserie,marca,model,id_unic,data_scraping
Skoda Octavia 3 Laurin Klement 1 5 Benzina Led Alcantara Dsg,17 900 €,17900.0,2018,80 000,N/A,https://www.olx.ro/d/oferta/skoda-octavia-3-laurin-klement-1-5-benzina-led-alcantara-dsg-IDjuHq7.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/hlrkmmtsqzh3-RO/image;s=1600x1200;https://frankfurt.apollo.olxcdn.com:443/v1/files/qf5b6jdbe6f1-RO/image;s=1600x1200;https://frankfurt.apollo.olxcdn.com:443/v1/files/15bq9luudykm-RO/image;s=1600x1200;https://frankfurt.apollo.olxcdn.com:443/v1/files/ordxikcl3x8e1-RO/image;s=1600x1200;https://frankfurt.apollo.olxcdn.com:443/v1/files/6mynd6zoou4n2-RO/image;s=1600x1200,petrol,automatic,Berlina,Skoda,Octavia,olx_juHq7,2025-09-11T16:09:07.119112
Skoda Rapid 1 2 Tsi 2017,"10 500 €
Prețul e negociabil",10500.0,2017,136 000,N/A,https://www.olx.ro/d/oferta/skoda-rapid-1-2-tsi-2017-IDjNkkd.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/opkmw19e87uu1-RO/image;s=800x600;https://frankfurt.apollo.olxcdn.com:443/v1/files/65ep6rea9tkx1-RO/image;s=800x600;https://frankfurt.apollo.olxcdn.com:443/v1/files/9d7ykw18n8793-RO/image;s=800x600;https://frankfurt.apollo.olxcdn.com:443/v1/files/xuchxqtp6ooe3-RO/image;s=800x600;https://frankfurt.apollo.olxcdn.com:443/v1/files/8obi4wjjhtw82-RO/image;s=563x1000,electric,automatic,Hatchback,Skoda,RAPID,olx_jNkkd,2025-09-11T16:09:10.522942
Skoda Scala 1 0 Ambition Benzina Cng Manual 90 Hp 96 039 Km,"9 990 €
Prețul e negociabil",9990.0,2021,96 000,N/A,https://www.olx.ro/d/oferta/skoda-scala-1-0-ambition-benzina-cng-manual-90-hp-96-039-km-IDjkeO2.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/lx1c0d1xr9lf-RO/image;s=2000x1331;https://frankfurt.apollo.olxcdn.com:443/v1/files/i90jn97ytvei-RO/image;s=2000x1331;https://frankfurt.apollo.olxcdn.com:443/v1/files/necacmquxssi3-RO/image;s=2000x3006;https://frankfurt.apollo.olxcdn.com:443/v1/files/35nccdztf6un-RO/image;s=2000x1331;https://frankfurt.apollo.olxcdn.com:443/v1/files/aed4sfns5zwk3-RO/image;s=2000x3006,petrol,N/A,"//schema.org/UsedCondition""}}",Skoda,Scala,olx_jkeO2,2025-09-11T16:09:14.815230
Vand Skoda Karoq,"12 900 €
Prețul e negociabil",12900.0,2018,199 500,N/A,https://www.olx.ro/d/oferta/vand-skoda-karoq-IDjIe5k.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/uc4ymd9nh68r3-RO/image;s=1000x563;https://frankfurt.apollo.olxcdn.com:443/v1/files/30892z3t2msb3-RO/image;s=1000x563;https://frankfurt.apollo.olxcdn.com:443/v1/files/xs6d2gufzpjh2-RO/image;s=1000x563;https://frankfurt.apollo.olxcdn.com:443/v1/files/2075yu8buuxx2-RO/image;s=1000x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/pcijaqxodxax-RO/image;s=1000x563,petrol,automatic,SUV,Skoda,Karoq,olx_jIe5k,2025-09-11T16:09:19.820040
Vand Skoda Octavia 4,"16 950 €
Prețul e negociabil",16950.0,2022,87 990,N/A,https://www.olx.ro/d/oferta/vand-skoda-octavia-4-IDj1Qqy.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/rngkz05dyife2-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/cf6mmpw3vs3l1-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/qsuwuhwo2vm61-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/7xso7rsg3t6s-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/xg34hfcrbqo1-RO/image;s=750x1000,petrol,manual,Berlina,Skoda,Octavia,olx_j1Qqy,2025-09-11T16:09:25.033777
Skoda Superb Dsg Piele Trapa Camera Canton Scaune Incalzite Acc,15 499 €,15499.0,2017,169 000,N/A,https://www.olx.ro/d/oferta/skoda-superb-dsg-piele-trapa-camera-canton-scaune-incalzite-acc-IDjdGra.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/3x97ljelnxs43-RO/image;s=1008x756;https://frankfurt.apollo.olxcdn.com:443/v1/files/6zi8ze0v9zh32-RO/image;s=1008x756;https://frankfurt.apollo.olxcdn.com:443/v1/files/7pf8vzjkrbog1-RO/image;s=1008x756;https://frankfurt.apollo.olxcdn.com:443/v1/files/ust2aiejhdtl1-RO/image;s=1008x756;https://frankfurt.apollo.olxcdn.com:443/v1/files/wgevgl0qwj3y1-RO/image;s=756x1008,diesel,automatic,Berlina,Skoda,Superb,olx_jdGra,2025-09-11T16:09:30.245006
Skoda Kamiq 1 0L,"14 550 €
Prețul e negociabil",14550.0,2021,45 000,N/A,https://www.olx.ro/d/oferta/skoda-kamiq-1-0l-IDjdTKP.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/1lj59rct6b8u3-RO/image;s=1404x902;https://frankfurt.apollo.olxcdn.com:443/v1/files/o6oigdhcs6kr1-RO/image;s=1463x954;https://frankfurt.apollo.olxcdn.com:443/v1/files/i38aziyrptb1-RO/image;s=1457x1177;https://frankfurt.apollo.olxcdn.com:443/v1/files/8x1h6shzuv903-RO/image;s=1613x1167;https://frankfurt.apollo.olxcdn.com:443/v1/files/68cs69mg2z6w-RO/image;s=1002x657,petrol,manual,Hatchback,Skoda,Kamiq,olx_jdTKP,2025-09-11T16:09:34.542386
Skoda Kodiaq 2 0Tdi 2018 190Cp Dsg7 4X4 121 800Km 5 Locuri,"21 890 €
Prețul e negociabil",21890.0,2018,121 800,N/A,https://www.olx.ro/d/oferta/skoda-kodiaq-2-0tdi-2018-190cp-dsg7-4x4-121-800km-5-locuri-IDjFSNh.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/n57wx5yj7n912-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/dv3ssreyibll3-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/nfgb8hhuhckk1-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/447d3hk97cce-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/hgvoejpr3uim3-RO/image;s=1000x750,diesel,automatic,SUV,Skoda,Kodiaq,olx_jFSNh,2025-09-11T16:09:39.288703
Vand Skoda Octavia 2019 2 0 Diesel 150 Cp Full Options,"15 450 €
Prețul e negociabil",15450.0,2019,71 450,N/A,https://www.olx.ro/d/oferta/vand-skoda-octavia-2019-2-0-diesel-150-cp-full-options-IDjMe3i.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/4ny230tulwlo3-RO/image;s=3060x4080;https://frankfurt.apollo.olxcdn.com:443/v1/files/i7t28r6kmmsq2-RO/image;s=3060x4080;https://frankfurt.apollo.olxcdn.com:443/v1/files/yrl6349melyv2-RO/image;s=3060x4080;https://frankfurt.apollo.olxcdn.com:443/v1/files/64z25n1c1vam3-RO/image;s=3264x2448;https://frankfurt.apollo.olxcdn.com:443/v1/files/pe2esb22i5g53-RO/image;s=3060x4080,diesel,automatic,Berlina,Skoda,Octavia,olx_jMe3i,2025-09-11T16:09:43.478147
Skoda Rapid Hatchback,"6 800 €
Prețul e negociabil",6800.0,2018,160 000,N/A,https://www.olx.ro/d/oferta/skoda-rapid-hatchback-IDjdHZZ.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/bpupx9jxga012-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/x85nc74wv53i2-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/1c52kbn5z1oh3-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/ylujmfi1jdhl3-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/y57d7zt225bb3-RO/image;s=750x1000,petrol,manual,Hatchback,Skoda,RAPID,olx_jdHZZ,2025-09-11T16:09:47.371310
Skoda Octavia 3 Fl Vrs Dsg,"14 500 €
Prețul e negociabil",14500.0,2017,199 000,N/A,https://www.olx.ro/d/oferta/skoda-octavia-3-fl-vrs-dsg-IDjLbWn.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/txwzxfot6p8p-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/o5sfc6ufgzvv3-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/y7a4wevuodld-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/rxaojq8o1cv61-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/4rk1z84g25ll2-RO/image;s=1000x750,diesel,automatic,Berlina,Skoda,Octavia,olx_jLbWn,2025-09-11T16:09:52.715822
Vand Skoda Kodiaq Ambition 2 0 Tdi 4X4 Dsg An 2020,"23 500 €
Prețul e negociabil",23500.0,2020,132 000,N/A,https://www.olx.ro/d/oferta/vand-skoda-kodiaq-ambition-2-0-tdi-4x4-dsg-an-2020-IDjNizE.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/1prndiv8d3k51-RO/image;s=1496x1122;https://frankfurt.apollo.olxcdn.com:443/v1/files/fxuxmal1ycni-RO/image;s=1615x1211;https://frankfurt.apollo.olxcdn.com:443/v1/files/w37502tqp9ae1-RO/image;s=1542x1157;https://frankfurt.apollo.olxcdn.com:443/v1/files/0c7ya6rtyaah2-RO/image;s=1794x1345;https://frankfurt.apollo.olxcdn.com:443/v1/files/elh8ov7b3u0r-RO/image;s=1595x1196,diesel,automatic,"//schema.org/UsedCondition""}}",Skoda,Kodiaq,olx_jNizE,2025-09-11T16:09:58.391023
Skoda Karoq 2 0 Tdi 4X4 Dsg Sportline,"22 500 €
Prețul e negociabil",22500.0,2020,184 000,N/A,https://www.olx.ro/d/oferta/skoda-karoq-2-0-tdi-4x4-dsg-sportline-IDjNh65.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/69gmygwldjcr3-RO/image;s=1008x454;https://frankfurt.apollo.olxcdn.com:443/v1/files/kh2o4yxg5bhd3-RO/image;s=1008x454;https://frankfurt.apollo.olxcdn.com:443/v1/files/ewyv5ow6eyx7-RO/image;s=1008x454;https://frankfurt.apollo.olxcdn.com:443/v1/files/t4fofssw9ly8-RO/image;s=1008x454;https://frankfurt.apollo.olxcdn.com:443/v1/files/6mq6o04lwt7f3-RO/image;s=1008x454,diesel,automatic,SUV,Skoda,Karoq,olx_jNh65,2025-09-11T16:10:03.973996
Skoda Octavia 3 Dsg Pret Cu Tva,"10 999 €
Prețul e negociabil",10999.0,2018,184 000,N/A,https://www.olx.ro/d/oferta/skoda-octavia-3-dsg-pret-cu-tva-IDjMBZr.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/ftxb4ma7aeeu1-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/77rqz4zyr4ay2-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/9i1bh927h55v3-RO/image;s=1000x750,petrol,automatic,Berlina,Skoda,Octavia,olx_jMBZr,2025-09-11T16:10:07.195833
Skoda Fabia 1 4 Tdi,"6 400 €
Prețul e negociabil",6400.0,2017,158 930,N/A,https://www.olx.ro/d/oferta/skoda-fabia-1-4-tdi-IDjM8AP.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/8h8fnaqjd45j2-RO/image;s=1200x1600;https://frankfurt.apollo.olxcdn.com:443/v1/files/jdnxojpj4fu11-RO/image;s=1200x1600;https://frankfurt.apollo.olxcdn.com:443/v1/files/3eaba4zr77cn-RO/image;s=1200x1600;https://frankfurt.apollo.olxcdn.com:443/v1/files/uockkz2yn0u83-RO/image;s=1200x1600;https://frankfurt.apollo.olxcdn.com:443/v1/files/mtxdamn1vf043-RO/image;s=1600x1200,diesel,manual,Hatchback,Skoda,Fabia,olx_jM8AP,2025-09-11T16:10:12.033288
Skoda Din 2021 Cu Motor 2 O Diesel,16 361 €,16361.0,2021,114 209,N/A,https://www.olx.ro/d/oferta/skoda-din-2021-cu-motor-2-o-diesel-IDjHoHK.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/oj9pi93ojex7-RO/image;s=480x640;https://frankfurt.apollo.olxcdn.com:443/v1/files/c0irjmbe10kr2-RO/image;s=480x640;https://frankfurt.apollo.olxcdn.com:443/v1/files/fqvdo9hjradw-RO/image;s=480x640;https://frankfurt.apollo.olxcdn.com:443/v1/files/8jbki2791zno1-RO/image;s=480x640;https://frankfurt.apollo.olxcdn.com:443/v1/files/qj1qo879q3dm-RO/image;s=480x640,diesel,manual,Hatchback,Skoda,Unknown,olx_jHoHK,2025-09-11T16:10:15.247786
Skoda Octavia 2021 2 0 Tdi 150 Cp Euro 6 Dsg Automata Variante,"15 700 €
Prețul e negociabil",15700.0,2021,123 637,N/A,https://www.olx.ro/d/oferta/skoda-octavia-2021-2-0-tdi-150-cp-euro-6-dsg-automata-variante-IDjBQj8.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/88yqqspu7gsp3-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/s5a85omj5iub-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/e51ez35xivq33-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/t60j87alexae3-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/z8r4ttajofvj-RO/image;s=2000x1500,diesel,automatic,Berlina,Skoda,Octavia,olx_jBQj8,2025-09-11T16:10:20.230354
Skoda Octavia 2019 Facelift,10 300 €,10300.0,2019,189 600,N/A,https://www.olx.ro/d/oferta/skoda-octavia-2019-facelift-IDjl09d.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/18i3ljwj3wre3-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/l74bknj29qah-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/3nce231l43ta3-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/s1qoexnblzic-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/689g3it4hw781-RO/image;s=750x1000,diesel,manual,Berlina,Skoda,Octavia,olx_jl09d,2025-09-11T16:10:24.943131
Skoda Octavia 2021,13 500 €,13500.0,2020,191 000,N/A,https://www.olx.ro/d/oferta/skoda-octavia-2021-IDjNdIv.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/hftx7orjywju-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/kznq8k6x6hc92-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/kb5sdc57fdwx1-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/376hejarl74z1-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/1f6wpnmupr7k1-RO/image;s=750x1000,diesel,manual,Berlina,Skoda,Octavia,olx_jNdIv,2025-09-11T16:10:29.529501
Skoda Octavia 2023 2 0Tdi Dsg 18990Euro,18 990 €,18990.0,2023,160000,N/A,https://www.olx.ro/d/oferta/skoda-octavia-2023-2-0tdi-dsg-18990euro-IDjMInd.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/7hpvavwjab4j1-RO/image;s=1600x1200;https://frankfurt.apollo.olxcdn.com:443/v1/files/3zbzbnx2e5jf1-RO/image;s=1600x1200;https://frankfurt.apollo.olxcdn.com:443/v1/files/7558a35qao3i-RO/image;s=1600x1200;https://frankfurt.apollo.olxcdn.com:443/v1/files/188fsdvf5oyq2-RO/image;s=1600x1200;https://frankfurt.apollo.olxcdn.com:443/v1/files/vak0myafq2ng1-RO/image;s=1600x1200,diesel,automatic,Berlina,Skoda,Octavia,olx_jMInd,2025-09-11T16:10:33.689361
Skoda Karoq 4X4 Dsg 2020 Super Intretinuta,18 500 €,18500.0,2020,166 000,N/A,https://www.olx.ro/d/oferta/skoda-karoq-4x4-dsg-2020-super-intretinuta-IDj5gkC.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/n12144b1tbnp3-RO/image;s=768x1020;https://frankfurt.apollo.olxcdn.com:443/v1/files/zpp0zdz5j14s-RO/image;s=768x1020;https://frankfurt.apollo.olxcdn.com:443/v1/files/5xn4pzjsrwzl2-RO/image;s=768x1020;https://frankfurt.apollo.olxcdn.com:443/v1/files/0hp5dn9qlrtt3-RO/image;s=768x1020;https://frankfurt.apollo.olxcdn.com:443/v1/files/3mrzn7bqy83n3-RO/image;s=768x1020,diesel,automatic,SUV,Skoda,Karoq,olx_j5gkC,2025-09-11T16:10:39.062005
Skoda Octavia 3 2018 12,"15 000 €
Prețul e negociabil",15000.0,2018,187 000,N/A,https://www.olx.ro/d/oferta/skoda-octavia-3-2018-12-IDjJKqU.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/z4jrl7zkkzt61-RO/image;s=751x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/a4knw0xa8owc2-RO/image;s=751x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/zrh4mzfjvqkd-RO/image;s=751x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/0puurnr6day42-RO/image;s=751x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/dnxre7hw7qif1-RO/image;s=750x1000,diesel,automatic,Berlina,Skoda,Octavia,olx_jJKqU,2025-09-11T16:10:44.261710
Vand Skoda Kodiaq 2 0 Benzina 4X4,"26 000 €
Prețul e negociabil",26000.0,2017,56 000,N/A,https://www.olx.ro/d/oferta/vand-skoda-kodiaq-2-0-benzina-4x4-IDjEF3F.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/tp444m0vad482-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/iz523hltoxcw1-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/joyq5tvifl832-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/mobklgfboc2b1-RO/image;s=1500x2000;https://frankfurt.apollo.olxcdn.com:443/v1/files/0lt3k0yhxdy31-RO/image;s=2000x1500,petrol,automatic,SUV,Skoda,Kodiaq,olx_jEF3F,2025-09-11T16:10:49.196092
Skoda Karoq 2020 2 0 Tdi 150 Cai Euro 6,"16 450 €
Prețul e negociabil",16450.0,2020,198 000,N/A,https://www.olx.ro/d/oferta/skoda-karoq-2020-2-0-tdi-150-cai-euro-6-IDjMTCb.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/xm0a3m0upx6h2-RO/image;s=1008x567;https://frankfurt.apollo.olxcdn.com:443/v1/files/b0g4y3kp9qtr2-RO/image;s=1008x567;https://frankfurt.apollo.olxcdn.com:443/v1/files/ueaxl36jnz3e1-RO/image;s=1008x567;https://frankfurt.apollo.olxcdn.com:443/v1/files/3bagzbox727u-RO/image;s=1008x567;https://frankfurt.apollo.olxcdn.com:443/v1/files/wt7x6b0zb3lm1-RO/image;s=1008x567,diesel,manual,SUV,Skoda,Karoq,olx_jMTCb,2025-09-11T16:10:54.920216
Skoda Octavia 3 Facelift,"15 000 €
Prețul e negociabil",15000.0,2017,109 999,N/A,https://www.olx.ro/d/oferta/skoda-octavia-3-facelift-IDjLFsz.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/7yhyh3fmltxm2-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/thz2slb3l3dj-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/i0lyyqankdc5-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/klx7su6riv8v2-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/1c55og4mhu3p1-RO/image;s=750x1000,diesel,manual,Berlina,Skoda,Octavia,olx_jLFsz,2025-09-11T16:11:00.242426
Skoda Karoq 1 5 Turbo 150Cp Benzina,"16 300 €
Prețul e negociabil",16300.0,2018,132 000,N/A,https://www.olx.ro/d/oferta/skoda-karoq-1-5-turbo-150cp-benzina-IDjKl7G.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/em5o5o7o8r3e1-RO/image;s=1000x727;https://frankfurt.apollo.olxcdn.com:443/v1/files/n70tjh29cqki-RO/image;s=1000x856;https://frankfurt.apollo.olxcdn.com:443/v1/files/euq4kgz2hbug1-RO/image;s=1000x725;https://frankfurt.apollo.olxcdn.com:443/v1/files/5xxzqnx5g53b2-RO/image;s=1000x759;https://frankfurt.apollo.olxcdn.com:443/v1/files/5mslkutb4mrm2-RO/image;s=1000x706,petrol,automatic,SUV,Skoda,Karoq,olx_jKl7G,2025-09-11T16:11:05.278726
Skoda Octavia 3 Laurin Klement 1 5 Benzina Led Alcantara Dsg,17 900 €,17900.0,2018,80 000,N/A,https://www.olx.ro/d/oferta/skoda-octavia-3-laurin-klement-1-5-benzina-led-alcantara-dsg-IDjuHq7.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/hlrkmmtsqzh3-RO/image;s=1600x1200;https://frankfurt.apollo.olxcdn.com:443/v1/files/qf5b6jdbe6f1-RO/image;s=1600x1200;https://frankfurt.apollo.olxcdn.com:443/v1/files/15bq9luudykm-RO/image;s=1600x1200;https://frankfurt.apollo.olxcdn.com:443/v1/files/ordxikcl3x8e1-RO/image;s=1600x1200;https://frankfurt.apollo.olxcdn.com:443/v1/files/6mynd6zoou4n2-RO/image;s=1600x1200,petrol,automatic,Berlina,Skoda,Octavia,olx_juHq7,2025-09-11T16:11:10.805219
Skoda Octavia 2 0 Tdi Dsg Style Impecabila,"23 700 €
Prețul e negociabil",23700.0,2021,72.200,N/A,https://www.olx.ro/d/oferta/skoda-octavia-2-0-tdi-dsg-style-impecabila-IDjJS70.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/ee0zc9ts0c291-RO/image;s=2000x2667;https://frankfurt.apollo.olxcdn.com:443/v1/files/1czwispzavu61-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/5w54utsow9qj-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/nz0jsx3c4w871-RO/image;s=4000x3000;https://frankfurt.apollo.olxcdn.com:443/v1/files/z8wiyz5y3k5c-RO/image;s=4000x3000,diesel,automatic,"//schema.org/UsedCondition""}}",Skoda,Octavia,olx_jJS70,2025-09-11T16:11:16.015419
Skoda Karoq Unic Proprietar De Noua 1 5 Benzina Cp 150 Dsg 7 Km 67321,"22 500 €
Prețul e negociabil",22500.0,2020,67 321,N/A,https://www.olx.ro/d/oferta/skoda-karoq-unic-proprietar-de-noua-1-5-benzina-cp-150-dsg-7-km-67321-IDjGX6s.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/5wicbhzoxsf31-RO/image;s=1020x765;https://frankfurt.apollo.olxcdn.com:443/v1/files/vajlno8ar8rr1-RO/image;s=1020x765;https://frankfurt.apollo.olxcdn.com:443/v1/files/iwn03wztm2jd3-RO/image;s=1020x765;https://frankfurt.apollo.olxcdn.com:443/v1/files/zkcxnpyqvcg32-RO/image;s=1020x765;https://frankfurt.apollo.olxcdn.com:443/v1/files/hsvbkom3vz112-RO/image;s=768x1024,petrol,automatic,Hatchback,Skoda,Karoq,olx_jGX6s,2025-09-11T16:11:20.650089
Skoda Octavia Facelift 2018,"13 700 €
Prețul e negociabil",13700.0,2018,160 350,N/A,https://www.olx.ro/d/oferta/skoda-octavia-facelift-2018-IDjN8M4.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/rua2wb1k19l22-RO/image;s=1024x1024;https://frankfurt.apollo.olxcdn.com:443/v1/files/k4ge755fah852-RO/image;s=1024x1024;https://frankfurt.apollo.olxcdn.com:443/v1/files/nl8lhuea86g02-RO/image;s=1024x1024;https://frankfurt.apollo.olxcdn.com:443/v1/files/qxymw735v8d91-RO/image;s=1024x1024;https://frankfurt.apollo.olxcdn.com:443/v1/files/edhh113csax61-RO/image;s=1024x1024,diesel,automatic,Berlina,Skoda,Octavia,olx_jN8M4,2025-09-11T16:11:24.601667
Skoda Octavia 3 Facelift Smart,12 000 €,12000.0,2019,150001,N/A,https://www.olx.ro/d/oferta/skoda-octavia-3-facelift-smart-IDj2UUc.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/d24q8ghpz5b63-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/cbp1s9r6gz8h-RO/image;s=1500x2000;https://frankfurt.apollo.olxcdn.com:443/v1/files/sodbt9w6i7ky1-RO/image;s=1355x1084;https://frankfurt.apollo.olxcdn.com:443/v1/files/d16s7fm0ggtu-RO/image;s=1500x2000;https://frankfurt.apollo.olxcdn.com:443/v1/files/6mli8dl1h18w-RO/image;s=1500x2000,electric,manual,Berlina,Skoda,Octavia,olx_j2UUc,2025-09-11T16:11:29.823756
Vinzare Skoda Octavia 3,"10 500 €
Prețul e negociabil",10500.0,2017,112 000,N/A,https://www.olx.ro/d/oferta/vinzare-skoda-octavia-3-IDjN8xI.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/snm1t3dklriv2-RO/image;s=1020x765;https://frankfurt.apollo.olxcdn.com:443/v1/files/5x6ta9abxje7-RO/image;s=1020x765;https://frankfurt.apollo.olxcdn.com:443/v1/files/leiibua54tw03-RO/image;s=1020x765;https://frankfurt.apollo.olxcdn.com:443/v1/files/4m83yvwn0xh32-RO/image;s=1020x765;https://frankfurt.apollo.olxcdn.com:443/v1/files/efs1qeksoi9c-RO/image;s=1020x765,petrol,manual,Berlina,Skoda,Octavia,olx_jN8xI,2025-09-11T16:11:35.244590
Skoda Rapid Style 1 0 Tsi 2019,9 000 €,9000.0,2019,111 000,N/A,https://www.olx.ro/d/oferta/skoda-rapid-style-1-0-tsi-2019-IDjN8m3.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/nkuxxgc15zyj1-RO/image;s=1080x1920;https://frankfurt.apollo.olxcdn.com:443/v1/files/25r1m3sgod7j-RO/image;s=2296x4080;https://frankfurt.apollo.olxcdn.com:443/v1/files/jj6rqe4zsqj53-RO/image;s=1080x1920;https://frankfurt.apollo.olxcdn.com:443/v1/files/9hyqh9gtuyxh3-RO/image;s=1080x1920;https://frankfurt.apollo.olxcdn.com:443/v1/files/hlvodtnq3syh1-RO/image;s=1080x1920,petrol,manual,Berlina,Skoda,RAPID,olx_jN8m3,2025-09-11T16:11:40.098826
Suzuki Vitara 1 4 Hybrid Spirit 2020 Unic Proprietar,15 560 €,15560.0,2020,76 900,N/A,https://www.olx.ro/d/oferta/suzuki-vitara-1-4-hybrid-spirit-2020-unic-proprietar-IDjNbrY.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/36xomx603sin2-RO/image;s=563x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/khi8rh9zfn8v-RO/image;s=1000x563;https://frankfurt.apollo.olxcdn.com:443/v1/files/n1904o2bt9rp-RO/image;s=1000x563;https://frankfurt.apollo.olxcdn.com:443/v1/files/qx8ogbkkdhqt2-RO/image;s=1000x563;https://frankfurt.apollo.olxcdn.com:443/v1/files/vz1iggfjhx4t2-RO/image;s=1000x563,electric,N/A,SUV,Suzuki,Vitara,olx_jNbrY,2025-09-11T16:11:45.800022
